,url,directapply,salary,jobtitle,jobopeningdate,contractduration,company,city
,url,directapply,salary,jobtitle,jobopeningdate,contractduration,company,city
0,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0Cyb__QRAovmmVLgKfQePlhRiPru_LCgiEHT-gsinGc_vHYalINiBwuE-p_rWrgGTJBN5BcH_AbZhRCvnE6ot_nrnO76kCMpXos1ng13BGbH7sotQXqaMg2F1s_uXkGcW8ex2MHB_eAU5BAh1HP3y1pazP8YXFyzQ1FfgBjMW9ZyM0W2-5nvsw15OgX8_NpRo96HTtR5F6fupcKBuphdshTSCGwFwFSKOAzFlhcLBEZkbGIzUf5hft68Op1LfgL8pHgq1wo2NNPtTlbGXH_0koR7jjkIDWiwJYr4SSpHsg--GlgVVhVTdLyXHAFm1w0wS0-fubycS0hkmchlTW9y8wYlXyM76A_WpcRiz4Z72er0RtdAHb6qls62gcrvsncPRi52-yPJZHR-uNbt9kSH4JJRpmboSPjKUlfAWV1AEnPgamTbLI2QEg0dsBu3Ruk8kRI3SjXtp4WuL225hT1A5egSuS_oWhqIRURmgyGKYrAo_yY_FqpEWruHYVQlBguSyXvf5JOoP3fdntn5mTZIItcgeKyETR3RcmfjI3yG0U5Q7_NyLOXixR_6Oa7FmZYema8tSBTzp8_oCYgoImU6Dl2uLNKGc197ExaSddYJl9SnpLjB8K5km4a&xkcb=SoCA-_M3SEez2xRZZx0LbzkdCdPP&p=0&fvj=1&vjs=3,,Ab 58.584 € pro Jahr,Entwicklungsingenieur Elektronikentwicklung - Standort Eisenach,,Festanstellung,REBO Lighting & Electronics GmbH,Fulda
1,https://indeed.de/rc/clk?jk=fd78606dc93fba47&fccid=9d6c347a0f909a6e&vjs=3,,Bis zu 60.000 € pro Jahr,Entwicklungsingenieur induktiver Bauteile m/w/d,21,Vollzeit,INGSERV GmbH,36037 Fulda
2,https://indeed.de/rc/clk?jk=b91c36e5f2bea166&fccid=d7905b0f30cefe49&vjs=3,https://de.indeed.com/applystart?jk=b91c36e5f2bea166&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKn6zS0EvTT3iHds6pYVF3ldkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=8f9fc3535a5328df&assa=3686,,Entwicklungsingenieur Mechanik (m/w/d),,,Jumo,
3,https://indeed.de/rc/clk?jk=b39238de8fba9fa9&fccid=d7905b0f30cefe49&vjs=3,https://de.indeed.com/applystart?jk=b39238de8fba9fa9&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKn3AaTDnozkk-JxugjWEjWEkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=9d6475e05823c24d&assa=7162,,Entwicklungsingenieur Elektronik (m/w/d),,,Jumo,
4,https://indeed.de/rc/clk?jk=ca0413f85144d429&fccid=d7905b0f30cefe49&vjs=3,https://de.indeed.com/applystart?jk=ca0413f85144d429&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKkItpOlx-TNBLdi4r1U1RKYkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=84d242ae71943a2d&assa=380,,Entwicklungsingenieur Software (m/w/d),,,Jumo,
5,https://indeed.de/rc/clk?jk=44751f90a6bc6b1e&fccid=db938372e381ded8&vjs=3,https://de.indeed.com/applystart?jk=44751f90a6bc6b1e&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKn6bqZhv8A7gwiDnMVr56t2kN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=1e2feef0f1eb0dc7&assa=3716,,ENTWICKLUNGSINGENIEUR* / BAUTEILVERANTWORTLICHER* FAHRWERK,,Teilzeit,EDAG Engineering GmbH,Fulda
6,https://indeed.de/rc/clk?jk=0634ea051b795f24&fccid=db938372e381ded8&vjs=3,https://de.indeed.com/applystart?jk=0634ea051b795f24&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKke2rCMqGPM7GlqLFYN_3E-kN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=f3a44d6d981b5a19&assa=6968,,ENTWICKLUNGSINGENIEUR* AUFBAU SONDERFAHRZEUGE,,Vollzeit,EDAG Engineering GmbH,Fulda
7,https://indeed.de/rc/clk?jk=d8501bb8d2effdda&fccid=5f5667539d575e0b&vjs=3,https://de.indeed.com/applystart?jk=d8501bb8d2effdda&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKmowQIw0l2zHOrVqZKdMa0QkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=c675d0df69e86fe2&assa=411,,Entwicklungsingenieur Elektronik,,Festanstellung,Careerteam,
,url,directapply,salary,jobtitle,jobopeningdate,contractduration,company,city
0,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0A-q09nVyPxQsQ43Jsr4ZTepXRPbSWCYZ4zc6dO3qwsQn1-y8hShZ8f3e9BnUdRL06sS5wKLdhkqevVnAO1eYTpq-15i-Lx-GSqBLWpqwDfLfUILvEvQ7gfN3DgAGP1MYJNICHpetXrrJvjed4f2x-1MUSVqf4kCN_BRGcR2IM8px4mt2PjklgXT8UJE3CWDi6NqAJOi6PhH9c37-EIjnXNQzg94foUo0R18Pq0fsbGLAQY-FbSymDuWjY7HLaPm4Swom8O035j5uEzApVp8Zn1Tt3c14CJt9bYCPRxAJLa5BDyHz1VK30suRFLX1VchUZo74rf5s4RUrcn_S_KcPjHLRPYfgV896BYEqGg3bBnlyMJ4TfS3iNpDMMl_1jbkcZ5YFObt3o7g6CTIyOgyJiL8M9P0nJhl3qjc7t4txLqogWWIWKrXRejJv16X9ZFwVV4uiHT6-F97mmsrJpIjIhKsfX5kmpYAoDPkK-a6yQJLWXYAZNNc2uzCKFr6hRQ6zSj1uzLzmUCPca7xL4AiGgt_B9xsXUZfFccBNkboNPe7oqmm-6_WVC5yrxRlCHlaO0oT_Y_gH1veQdUcc7rq-IXMfBj_jr_ZJxv6LxEFS02vZLBiNB1CWcWGqfvjxT6z0YrnyxwXjD6VRekiW5LhaGA5RLNTgsK9ksqoxfH0nmiLkXlefEutzffhLrsovay258v2AuGS3B9kkbhSQdHPhFdNzdd_kf6bwUGm3E6B7uK-eC1WrvA_ioa&xkcb=SoC0-_M3SEewFzWHLp0LbzkdCdPP&p=0&fvj=1&vjs=3,,,Entwicklungsingenieur *in elektrische Sicherheit,,Teilzeit,SMA Solar Technology AG,34117 Kassel
1,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0DphRLuvqEa96k0QBmPrYSQ6mcvP-qMxYMHFncpwR5SS9XjR2M_6eK6vnfKDM2ez48GcS0LDfVwexJjfexNr4ETVezcDwvoHVXGA_Ougv1p_Ng7AAkQb-dyDki8cW0SHwp9DTXDt1VVmUGwNmc3NZMUacHyKJBZsOu8fFhMn5SMNEky6J1g9R0Sn0GMv_pX12u6ddBQjUJ46z_mQbS4WJ7q684QPwdo9qXR7aHmk11ETFlZfRo34AR1oAUqM0TjCiku4C7eqpI4Vayx-uaQP9NglZHtuhRqK4hD0_GVnzlHatVLm7YyP1rKfChv_VwZq6YCsndPuJvcQcTg3vL0awfTvSRJRLXRKhzLd8H5J6mmdHzu4c2iw1eB0IaKKdqLDFPNYeLZeVnXT8kwFjSq8eY76SGfMJqXcY9ikRtPseqaL_SI5CysgbCWhRgOiAapa1Ob3fccNQZQcRg2EujewETmqU6aAoJPrvkrm1VezllcjUG-sotANJodVAqUAQr7m5qwhzWPhtkqWw5Xvsv-eDD8uQWSeOx2psmHgUrjYIN0lWnUMLsUWLB4B7CC_SBDVRHq8aMe7On8oBpp7TfV8t1YtG1amCK0ZNBgJ3njTUXa4LMbJXw4HGmcB06rV3j_oZGvwUwc9HJmuYLmUHLH-6OkNDUIIt0Cz8pcVHLSYBprRUcSDx-LrxtGlCVc7ymi4InkHE9rdJ5BWcTtwIqr6rJEPR2IwIo09sK8pgLNfLDvCh8CVqZZAPkipiyVo_UYMw6G3i_l5sHG4LZlfPKPTFFCB-BY_Iy4jS5mAIwtfpk6O05BmdmMdFhPnVu1ltZXLWT0D4Q4py_mFw==&xkcb=SoDx-_M3SEewFz2HLp0LbzkdCdPP&p=1&fvj=1&vjs=3,https://de.indeed.com/applystart?jk=93d362cd5ada8aea&from=vj&pos=bottom&mvj=0&spon=1&adid=399135678&ad=-6NYlbfkN0DphRLuvqEa96k0QBmPrYSQ6mcvP-qMxYMHFncpwR5SS9XjR2M_6eK6vnfKDM2ez48GcS0LDfVwexJjfexNr4ETVezcDwvoHVXGA_Ougv1p_Ng7AAkQb-dyPifaH3yl6eVy-2pk8Gyal3uLNtVv1oRyiiEKD7jvINmZDPkurBS7oXmjqh1zM60Ohqnvt2hRdLmTADH8na9IOXi2Kh0JZhTlDbFkENikY2mw8DhHVDU72N9170NOlaAcD9rCEk2LVttI-L0mpaI37JrzUm9JA43KL38d4YQe76MvyNCpqSMlsWhT09CSic-EpdletF2uXNpcF4CKPUp9AUxtGauLzuosRI-S5egA7wpKJLGP3LbTwcQPj8yLjvFCnGFOPWSx_ZiewwEA9splFCLVIZEZo-O5MC2FwKbhwZzvzrf1Wj1WfQ%3D%3D&xkcb=SoDx-_M3SEewFz2HLp0LbzkdCdPP&sjdu=70ZcS7fTvvrzzEjhYMJBJZBCfA8eik64ITIo1B1CARuqm_12gkFWkeTNL3DbDqqCtqk8PpepOzstmSqOnEifbRoz_MU8noYVF71lRxndqfROm4ZIiI-WNT06R4hYfpWrKi8c9CwjeSqPbN2uHC618KGkZt216mRWHJRwR7A96vklzER-9Yl_P5ffaln4fETh2ZKSftyk-xh-VkkDWS9_TbJpZYRE0mgkM-9O055kiMo3KFurVByRBhteW5u5A7oG5aCt_FlYHiwWvsAGVSbwE-Pl_AveojJoFDwk84il2c0&vjfrom=web&astse=71f9da9019057e7c&assa=1940,,Entwicklungsingenieur / CAD Konstrukteur für mechanische Integration (m/w/d),17,Vollzeit,RHEINMETALL AG,Kassel
2,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0DphRLuvqEa96k0QBmPrYSQ6mcvP-qMxYMHFncpwR5SS9XjR2M_6eK6vnfKDM2ez48GcS0LDfVwey0ev63z-4WeP5uk8q5G_zKlqlePii7VOQMVJnfq2GEkeHcXUvG0a8qmsMtQCYgQvuWqaR-NfLWnH0LwzI7iPkM5kYqZK695Bh2bK9pwVaHZJhLvqL8w2geMIoCq96cZ-GcYPuH9ksl1_MKDIoDHoOluqBqk2Ks9oQTXTtk-sQGM8ZSIZc8n-23yXK2yjAOkwriJGvQe3noK69gaHna3sjSwK9rUzNYcDyGZZi3GsxATFYRI96F_7qH0byjsQxQQsYe3z9-JvCcJSdavjyKvAjrSOLKNwUws6NtneaGJEgHqQevnrWmxzdJa8SXqeBQgOwrEdD4HYtSmPjU_Gxkm5Mi8WgBK-dkfPnhuIMPD0k784Iq2XMY0RsJ3YphiFY-XbOu2HTeguI9wC_7QDRnu96O_hp94wgfbNtnOeJXbRGX4EJ97rmVdRxpjoDeAqvVRM5ULfmypDBwkbdboctGUchehy5DLexeX6CTHVoTz7gLP0A3eennSlrS6Yyuc2coVlUPVHlHauKIDnwAZ52COmInmu0Y5k4nil8B-v_M4Ml9AMJsMRRFdZ8zadeHxuZNka9GNzOxJIl7NmsW1F79l8StPcsEFrK7ozvy6woLRo_fe51l7M85wOZK2QrU9wW72UmzjmEyQ5t4xAJa8ogXxoI9wYvuVU-X9QvFyC1ymQQQc&xkcb=SoBF-_M3SEewFz2HLp0KbzkdCdPP&p=2&fvj=1&vjs=3,https://de.indeed.com/applystart?jk=e47c4dc9a8a0e9ae&from=vj&pos=bottom&mvj=0&spon=1&adid=399135678&ad=-6NYlbfkN0DphRLuvqEa96k0QBmPrYSQ6mcvP-qMxYMHFncpwR5SS9XjR2M_6eK6vnfKDM2ez48GcS0LDfVwey0ev63z-4WeP5uk8q5G_zKlqlePii7VOQMVJnfq2GEkxd5pPWouDFlNZ93lkIVkSqP9mLtuWQjM_jhs-DDeB7rgpWw1UsYyFRnPe6YFLKDFwCjLHZcsJQdSt5b3oT_8hp3h918Wh0MyU_kCU1wuAYBcmEgXqJvooNQ-T0b29X4YniHsXDGqbFlxGFMVT_dAjBk5_49MteejT_qiX2NNbYoXK7mAPem_m6eMGOeLJm2zlaUdfh3uqwa7hFZ7jrgcrA1ZN_OPJgIcY8JDUL1bGdOMwflExg1TWktM7qA8dSMgPTr9NP_dirGzwhQkaPSYRZ4Iv_sO7skVWW24EiSbXky657aJpdcnBQ%3D%3D&xkcb=SoBF-_M3SEewFz2HLp0KbzkdCdPP&sjdu=70ZcS7fTvvrzzEjhYMJBJZBCfA8eik64ITIo1B1CARuqm_12gkFWkeTNL3DbDqqCtqk8PpepOzstmSqOnEifbRoz_MU8noYVF71lRxndqfTrPNE8udW4poY3CoyfEP3dKi8c9CwjeSqPbN2uHC618KGkZt216mRWHJRwR7A96vklzER-9Yl_P5ffaln4fETh2ZKSftyk-xh-VkkDWS9_TWwFCQliofc0ELDomOmA-Uo0Nm_SJd9fWSAsMFSKnXIb&vjfrom=web&astse=19012edfb32f6aef&assa=5409,,(Junior) Entwicklungsingenieur Elektronik (m/w/d),17,Vollzeit,RHEINMETALL AG,Kassel
3,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0DphRLuvqEa96k0QBmPrYSQ6mcvP-qMxYMHFncpwR5SS9XjR2M_6eK6vnfKDM2ez48GcS0LDfVwe8NjwJmMbCWgvWkViJoNnAIUoqoGBzxX_3-8SBjXl0wP2R1C3LlB5fbcMmSH_3EJCEqSQo-1lZYqAwYI5EYfI4d8Wd0ni1_eOGKoCBktVZYrLudFBtXq_byiAdXZ5-kG7-Cy4Fs9otYdUKhBnGeqT62IDejbP7vLL1aqEqgbp-sfMZtfqjqeq-bpnrV_5e8O6U-mmHZlqrswk0QMYrBvmvOqdoygzdwTvmWsfSOzABDuWzw7wXGh9zfiVv8UmQL9GgMjs_N_bH2_qhmaraJv-1GQ0xZAEK7O4qXnQswxx51livTHQomwewun9vYxLV2JRAdFrpX2vqHwpXjKbF4DFZGJgoBHVF6WGZb9iPS3Y-JJvEjgQypyOAUGjzyxOXfjmabkeUgT5lGj7TRK4nYijFD1M6UNIeLZrSu4U700DweggF-rNAXKnL7U_l1yBKDNU1Neleg508aY9vRE_7OvFxI6ApNL3g9OTciQYWac4SbVCXbpF_J53YT_H32Yubt0pas4o2bhT4Q_7S6LibKRuDHcxXzrJJo0fQkdAW_eoT6ooaTNxk3IReQ_fOX89MBtzF4DhNzE2lUvfqa1geQTPvCTlc4wYKxkhF-CmOqG5iwYtGTqlMVWwDUzZoVCmHHk6HsdEdtcAZQS9Y4kzlHUyFhQmE-EqaQ-jwXtvbYp9r4ppSiUz2q7_m8=&xkcb=SoDY-_M3SEewFz2HLp0JbzkdCdPP&p=3&fvj=1&vjs=3,https://de.indeed.com/applystart?jk=43ab474d77c8eb5e&from=vj&pos=bottom&mvj=0&spon=1&adid=399135678&ad=-6NYlbfkN0DphRLuvqEa96k0QBmPrYSQ6mcvP-qMxYMHFncpwR5SS9XjR2M_6eK6vnfKDM2ez48GcS0LDfVwe8NjwJmMbCWgvWkViJoNnAIUoqoGBzxX_3-8SBjXl0wPEBw6lmBG12uipj4IiV8c-1PY8N9jkOeBCZoTKPIPWD39zSsAHKRAqCyx3k_rS-t8Y1L8gCDyaM-aSSKd3pNTEz_rGTIyO8CaUeVQiPsOIvqmHwwmLIgg3xTPvFtnnI_E25LHq0q-nVIXAcUbdlRCZ9Fisi1jfs7XAdtDw8fpdjvb7bIXB0tGhfUjgPOZEenYxVSwcqjZedFNLFUCzV-Z6ScDrwDupGMHls1yBMr95jDhROJFhzaYzpB9rYJdYgwS_Re1IC-G03zoC-xY2QBvMGKEcgcR8DN8kGUOKGVEgSVAniQqcdytEQ%3D%3D&xkcb=SoDY-_M3SEewFz2HLp0JbzkdCdPP&sjdu=70ZcS7fTvvrzzEjhYMJBJZBCfA8eik64ITIo1B1CARuqm_12gkFWkeTNL3DbDqqCtqk8PpepOzstmSqOnEifbRoz_MU8noYVF71lRxndqfS4zIoOjIrOiAxghXK9pdEIKi8c9CwjeSqPbN2uHC618KGkZt216mRWHJRwR7A96vklzER-9Yl_P5ffaln4fETh2ZKSftyk-xh-VkkDWS9_TXnUwApYgTw-50OurVmWAlGH7bYki9GalFkeyGbMGuIR&vjfrom=web&astse=00321855d833b858&assa=8886,,Entwicklungsingenieur Verifikation (m/w/d),17,Vollzeit,RHEINMETALL AG,Kassel
4,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0DphRLuvqEa96k0QBmPrYSQ6mcvP-qMxYMHFncpwR5SS9XjR2M_6eK6vnfKDM2ez48GcS0LDfVwe01ykh5PhL0yIQR0BUwZriVyO9P5R4_VWWHa-f12Ehkh52x7VVfisiWyEYfOPxm3RgLR8kqxYAakdhqLFq7HCFWfArFowhiwPx6dWN59SeneXBheb1hGUGq5ZoqxuTzMOpINrYdapp0b2JO-euWogijnAIXhMFnhHJAULIG4jzUtgHvzs-erkw2l_FMx2t3wDzPGeHmOdZyRxHEfj6Xj9ZFMCJ0rW_VbMd_bgZ6ZWT_ZK7-h8T66L7MUSrx8IPTlki6Prfg5VoX3LYeGqE-w4TKmSsaHrmsfBgdKY8sFcNB8lDBxt5bejOHMSNCeBVzaGnAjjDrFgeS6JygKrc0_9nS0CVTvqy79xBJ2UKhM4zPt8ZJLg0LhFLtgws-JKduFUcr3dwz4O0TpfoW34tj19BVQ_PE_ev0Aspti8tELQNSra8H5zLQwvinAm6gNxej1sbe7StofU5rmlAK30crGFOrhKaWGVQAq8yohw7T0sYI4vs_F-p-Qgjh2dmnTrTopi88hefFg1LNQqSxkCo1-reDFtNoM3-u95hic_ac8RafZ0thVvjx_reWAcTD0---4d6NGmKZCuT2ZCqMWTQTP3zbpPuCwTOEjT1dJbrJIaX5GU1yPoHjDwJGUAPTERFJspAWPBKKgsWFwqIQz2qJjDd_dypdzBjM4nDQh-5NrSZv9ZhtCXvkZ-Vg=&xkcb=SoBs-_M3SEewFz2HLp0IbzkdCdPP&p=4&fvj=1&vjs=3,https://de.indeed.com/applystart?jk=c1ebc6ecc2b274d3&from=vj&pos=bottom&mvj=0&spon=1&adid=399135678&ad=-6NYlbfkN0DphRLuvqEa96k0QBmPrYSQ6mcvP-qMxYMHFncpwR5SS9XjR2M_6eK6vnfKDM2ez48GcS0LDfVwe01ykh5PhL0yIQR0BUwZriVyO9P5R4_VWWHa-f12Ehkhvq2LAAXDMpCnCfwVyovULIzLqB_igl0N_E4vTFEYkDaqooHSwitD066isqdrYdMHRPmTRtiUGZvWa67L7NeWsCNXJfkJehDq8h7j5Ys0oVXUap0LJ7CrT7ID1yvWuM5MA7dQxHAmX-00YbcrwVO7FMha1kOdct22Wceikjityvoy4OMvGW9M1692XKAVv2AVA5XGMRdVNSMuZo4w9M627YsBzuDhXqvpUDbbb1G6kSZS-CS-jwHyNaQupWmlchzHXTC3WmyGDiSom8xdxHSb9_vqZoK61XribxNUljT-d3KciZL5WZUsjA%3D%3D&xkcb=SoBs-_M3SEewFz2HLp0IbzkdCdPP&sjdu=70ZcS7fTvvrzzEjhYMJBJZBCfA8eik64ITIo1B1CARuqm_12gkFWkeTNL3DbDqqCtqk8PpepOzstmSqOnEifbRoz_MU8noYVF71lRxndqfR4tc33m7ljPkWdwE8KtpXvKi8c9CwjeSqPbN2uHC618KGkZt216mRWHJRwR7A96vklzER-9Yl_P5ffaln4fETh2ZKSftyk-xh-VkkDWS9_TQyR9yIZabLlWYBMFbrms_dGBM_puZ1w1ujq8p03NlU_&vjfrom=web&astse=278c1474f6144613&assa=2596,,Entwicklungsingenieur Hydrauliksysteme (m/w/d),17,Vollzeit,RHEINMETALL AG,Kassel
